"LocID" "SeriesID" "LocName" "DataCatalogID" "DataCatalogName" "DataSourceName" "TimeStart" "ChildAgeCriteriaMet" "FemAgeCriteriaMet"
68 14790245994 "Bolivia (Plurinational State of)" 1511 "Bolivia 2001 Census" "Demographic Yearbook" "05/09/2001" TRUE TRUE
68 94107176287 "Bolivia (Plurinational State of)" 944 "Bolivia 1992 Census" "IPUMS International custom tabulations" "04/06/1992" TRUE TRUE
68 135232224447 "Bolivia (Plurinational State of)" 1261 "Bolivia 1976 Census" "CELADE" "30/09/1976" TRUE TRUE
68 169801189424 "Bolivia (Plurinational State of)" 1254 "Bolivia 1950 Census" "Demographic Yearbook" "05/09/1950" TRUE TRUE
68 811538125176 "Bolivia (Plurinational State of)" 1511 "Bolivia 2001 Census" "IPUMS International custom tabulations" "06/09/2001" TRUE TRUE
68 25325206250175 "Bolivia (Plurinational State of)" 1254 "Bolivia 1950 Census" "Mortality in developing countries" "01/09/1950" FALSE TRUE
68 136254225131151 "Bolivia (Plurinational State of)" 1254 "Bolivia 1950 Census" "Mortality in Developing Countries" "06/09/1950" TRUE TRUE
68 229164198105181 "Bolivia (Plurinational State of)" 1261 "Bolivia 1976 Census" "IPUMS International custom tabulations" "30/09/1976" TRUE TRUE
68 253250117213228 "Bolivia (Plurinational State of)" 5280 "Bolivia 2012 Census" "Demographic Yearbook" "21/11/2012" TRUE TRUE
76 273361513 "Brazil" 1479 "Brazil 1970 Census" "Mortality in Developing Countries" "02/09/1970" TRUE TRUE
76 2282040028 "Brazil" 1072 "Brazil 1991 Census" "IPUMS International custom tabulations" "02/09/1991" TRUE TRUE
76 5801172194 "Brazil" 1453 "Brazil 1950 Census" "Mortality in developing countries" "01/07/1950" FALSE TRUE
76 82269197178 "Brazil" 1287 "Brazil 1960 Census" "Mortality in developing countries" "01/09/1960" FALSE TRUE
76 125132201153 "Brazil" 1287 "Brazil 1960 Census" "Demographic Yearbook" "01/09/1960" TRUE TRUE
76 233913948203 "Brazil" 4765 "Brazil 2010 Census" "Demographic Yearbook" "31/07/2010" TRUE TRUE
76 416823339136 "Brazil" 1479 "Brazil 1970 Census" "Mortality in developing countries" "01/09/1970" FALSE TRUE
76 581397619574 "Brazil" 4765 "Brazil 2010 Census" "Demographic Yearbook" "08/01/2010" TRUE TRUE
76 731661558020 "Brazil" 1345 "Brazil 1980 Census" "Demographic Yearbook" "01/09/1980" TRUE TRUE
76 784114911614 "Brazil" 1107 "Brazil 2000 Census" "Demographic Yearbook" "01/08/2000" NA NA
76 1332282421940 "Brazil" 1287 "Brazil 1960 Census" "IPUMS International custom tabulations" "02/09/1960" TRUE TRUE
76 1461453919424 "Brazil" 4765 "Brazil 2010 Census" "IPUMS International custom tabulations" "17/09/2010" TRUE TRUE
76 1465899223212 "Brazil" 1454 "Brazil 1996 Census" "CELADE 2020" "02/08/1996" TRUE TRUE
76 1766623614559 "Brazil" 1107 "Brazil 2000 Census" "IPUMS International custom tabulations" "02/08/2000" TRUE TRUE
76 2344216177253 "Brazil" 1072 "Brazil 1991 Census" "Demographic Yearbook" "01/09/1991" TRUE TRUE
76 2391441571353 "Brazil" 1479 "Brazil 1970 Census" "Demographic Yearbook" "01/09/1970" TRUE TRUE
76 2542216714201 "Brazil" 5753 "Brazil 2007 Census" "CELADE 2020" "03/07/2007" TRUE TRUE
76 6478143155250 "Brazil" 1345 "Brazil 1980 Census" "IPUMS International custom tabulations" "02/09/1980" TRUE TRUE
76 13522629226230 "Brazil" 1287 "Brazil 1960 Census" "Mortality in Developing Countries" "02/09/1960" TRUE TRUE
76 18412537157212 "Brazil" 4765 "Brazil 2010 Census" "Demographic Yearbook" "31/07/2010" TRUE TRUE
76 38138235104183 "Brazil" 1453 "Brazil 1950 Census" "Demographic Yearbook" "01/09/1950" TRUE TRUE
76 43147176175216 "Brazil" 1453 "Brazil 1950 Census" "Mortality in Developing Countries" "02/07/1950" TRUE TRUE
76 68120222245114 "Brazil" 1107 "Brazil 2000 Census" "Demographic Yearbook" "01/08/2000" TRUE TRUE
76 120248181117194 "Brazil" 1479 "Brazil 1970 Census" "IPUMS International custom tabulations" "02/09/1970" TRUE TRUE
76 255213139126174 "Brazil" 1454 "Brazil 1996 Census" "Demographic Yearbook" "01/08/1996" NA NA
84 157242341176 "Belize" 239 "Belize 2000 Census" "CELADE" "13/05/2000" TRUE TRUE
84 1192374718659 "Belize" 940 "Belize 1970 Census" "Demographic Yearbook" "07/04/1970" TRUE TRUE
84 5337128127243 "Belize" 245 "Belize 1980 Census" "Demographic Yearbook" "12/05/1980" TRUE TRUE
84 7517598215176 "Belize" 4736 "Belize 2010 Census" "Demographic Yearbook" "12/05/2010" TRUE TRUE
84 22653189137246 "Belize" 1532 "Belize 1991 Census" "Demographic Yearbook" "12/05/1991" TRUE TRUE
152 20897111161 "Chile" 1253 "Chile 1952 Census" "Mortality in Developing Countries" "25/04/1952" TRUE TRUE
152 29217746234 "Chile" 1037 "Chile 2002 Census" "IPUMS International custom tabulations" "25/04/2002" TRUE TRUE
152 86683921151 "Chile" 1037 "Chile 2002 Census" "Demographic Yearbook" "24/04/2002" NA NA
152 301518012761 "Chile" 1596 "Chile 1960 Census" "IPUMS International custom tabulations" "30/11/1960" TRUE TRUE
152 410116521253 "Chile" 4766 "Chile 2012 Census" "CELADE" "16/04/2012" TRUE TRUE
152 511855742196 "Chile" 7105 "Chile 2017 Census" "CELADE" "21/04/2017" TRUE TRUE
152 782469619564 "Chile" 1596 "Chile 1960 Census" "Mortality in developing countries" "01/11/1960" FALSE TRUE
152 813110316228 "Chile" 1285 "Chile 1970 Census" "IPUMS International custom tabulations" "23/04/1970" TRUE TRUE
152 1167147184119 "Chile" 1596 "Chile 1960 Census" "Demographic Yearbook" "29/11/1960" TRUE FALSE
152 1256014253161 "Chile" 1253 "Chile 1952 Census" "Demographic Yearbook" "24/04/1952" TRUE FALSE
152 1741821421822 "Chile" 1593 "Chile 1982 Census" "Demographic Yearbook" "21/04/1982" TRUE TRUE
152 1922269915935 "Chile" 1596 "Chile 1960 Census" "Mortality in Developing Countries" "30/11/1960" TRUE TRUE
152 2021802275860 "Chile" 1285 "Chile 1970 Census" "Demographic Yearbook" "22/04/1970" TRUE TRUE
152 2311073625033 "Chile" 861 "Chile 1992 Census" "Demographic Yearbook" "22/04/1992" TRUE TRUE
152 12811510112117 "Chile" 1253 "Chile 1952 Census" "Mortality in developing countries" "01/05/1952" FALSE TRUE
152 22523548125104 "Chile" 1593 "Chile 1982 Census" "IPUMS International custom tabulations" "22/04/1982" TRUE TRUE
152 85188168195235 "Chile" 1037 "Chile 2002 Census" "Demographic Yearbook" "24/04/2002" TRUE TRUE
152 112240178149181 "Chile" 861 "Chile 1992 Census" "IPUMS International custom tabulations" "23/04/1992" TRUE TRUE
170 67721223251 "Colombia" 4767 "Colombia 2018 Census" "CELADE" "03/06/2018" TRUE TRUE
170 165151073387 "Colombia" 968 "Colombia 1973 Census" "Mortality in developing countries" "01/10/1973" FALSE TRUE
170 182642441352 "Colombia" 257 "Colombia 1985 Census" "IPUMS International custom tabulations" "16/10/1985" TRUE TRUE
170 332529313911 "Colombia" 952 "Colombia 1964 Census" "IPUMS International custom tabulations" "16/07/1964" TRUE TRUE
170 494522924230 "Colombia" 1359 "Colombia 1993 Census" "IPUMS International custom tabulations" "25/10/1993" TRUE TRUE
170 1029913014940 "Colombia" 968 "Colombia 1973 Census" "Mortality in Developing Countries" "25/10/1973" TRUE TRUE
170 1121384037141 "Colombia" 1359 "Colombia 1993 Census" "Demographic Yearbook" "24/10/1993" NA FALSE
170 2248885180130 "Colombia" 407 "Colombia 2005 Census" "Demographic Yearbook" "22/05/2005" TRUE TRUE
170 2384225235152 "Colombia" 257 "Colombia 1985 Census" "Demographic Yearbook" "15/10/1985" TRUE TRUE
170 5094168129142 "Colombia" 1359 "Colombia 1993 Census" "Demographic Yearbook" "24/10/1993" TRUE FALSE
170 6216969143132 "Colombia" 968 "Colombia 1973 Census" "IPUMS International custom tabulations" "25/10/1973" TRUE TRUE
170 11118466188231 "Colombia" 952 "Colombia 1964 Census" "Mortality in Developing Countries" "16/07/1964" TRUE TRUE
170 15417335137201 "Colombia" 952 "Colombia 1964 Census" "Demographic Yearbook" "15/07/1964" TRUE TRUE
170 18194227247179 "Colombia" 968 "Colombia 1973 Census" "Demographic Yearbook" "24/10/1973" TRUE TRUE
170 21841208249106 "Colombia" 1359 "Colombia 1993 Census" "Demographic Yearbook" "24/10/1993" NA NA
170 24515021223529 "Colombia" 407 "Colombia 2005 Census" "Demographic Yearbook" "22/05/2005" TRUE TRUE
170 25017911201135 "Colombia" 952 "Colombia 1964 Census" "Mortality in developing countries" "01/07/1964" FALSE TRUE
170 235166245119250 "Colombia" 407 "Colombia 2005 Census" "IPUMS International custom tabulations" "26/08/2005" TRUE TRUE
188 206458913 "Costa Rica" 1590 "Costa Rica 2000 Census" "Demographic Yearbook" "26/06/2000" TRUE TRUE
188 34632402513 "Costa Rica" 979 "Costa Rica 1950 Census" "Demographic Yearbook" "22/05/1950" TRUE TRUE
188 102185951443 "Costa Rica" 1590 "Costa Rica 2000 Census" "IPUMS International custom tabulations" "27/06/2000" TRUE TRUE
188 331112924742 "Costa Rica" 1119 "Costa Rica 1963 Census" "Demographic Yearbook" "01/04/1963" TRUE TRUE
188 451501501434 "Costa Rica" 4741 "Costa Rica 2011 Census" "IPUMS International custom tabulations" "03/06/2011" TRUE TRUE
188 512152404210 "Costa Rica" 935 "Costa Rica 1973 Census" "Demographic Yearbook" "14/05/1973" TRUE TRUE
188 691271868679 "Costa Rica" 979 "Costa Rica 1950 Census" "Mortality in developing countries" "01/05/1950" FALSE TRUE
188 1688325112478 "Costa Rica" 990 "Costa Rica 1984 Census" "IPUMS International custom tabulations" "07/10/1984" TRUE TRUE
188 1833210166254 "Costa Rica" 4741 "Costa Rica 2011 Census" "Demographic Yearbook" "30/05/2011" TRUE TRUE
188 1991026922082 "Costa Rica" 990 "Costa Rica 1984 Census" "Demographic Yearbook" "10/06/1984" TRUE TRUE
188 13346128140111 "Costa Rica" 979 "Costa Rica 1950 Census" "Mortality in Developing Countries" "23/05/1950" TRUE TRUE
188 14821217417777 "Costa Rica" 1119 "Costa Rica 1963 Census" "IPUMS International custom tabulations" "15/05/1963" TRUE TRUE
188 25018725415279 "Costa Rica" 935 "Costa Rica 1973 Census" "IPUMS International custom tabulations" "15/05/1973" TRUE TRUE
188 187253166251177 "Costa Rica" 1119 "Costa Rica 1963 Census" "Mortality in developing countries" "01/04/1963" FALSE TRUE
188 195199217106199 "Costa Rica" 1119 "Costa Rica 1963 Census" "Mortality in Developing Countries" "15/05/1963" TRUE TRUE
192 1522578253212 "Cuba" 4742 "Cuba 2012 Census" "Demographic Yearbook" "14/09/2012" TRUE TRUE
192 6519812345224 "Cuba" 346 "Cuba 2002 Census" "Demographic Yearbook" "07/09/2002" TRUE TRUE
192 22017718612323 "Cuba" 76 "Cuba 1953 Census" "Demographic Yearbook" "28/01/1953" TRUE TRUE
192 54156203227237 "Cuba" 4742 "Cuba 2012 Census" "Demographic Yearbook" "14/09/2012" TRUE TRUE
192 124229182109101 "Cuba" 346 "Cuba 2002 Census" "IPUMS International custom tabulations" "06/09/2002" TRUE TRUE
192 247146200117235 "Cuba" 229 "Cuba 1981 Census" "Demographic Yearbook" "11/09/1981" TRUE TRUE
214 16267611955 "Dominican Republic" 910 "Dominican Republic 2002 Census" "IPUMS International custom tabulations" "20/10/2002" TRUE TRUE
214 71961378136 "Dominican Republic" 4744 "Dominican Republic 2010 Census" "IPUMS International custom tabulations" "07/12/2010" TRUE TRUE
214 393991151102 "Dominican Republic" 1138 "Dominican Republic 1950 Census" "Demographic Yearbook" "06/08/1950" TRUE TRUE
214 394812134138 "Dominican Republic" 939 "Dominican Republic 1960 Census" "IPUMS International custom tabulations" "08/08/1960" TRUE TRUE
214 462613621431 "Dominican Republic" 939 "Dominican Republic 1960 Census" "Demographic Yearbook" "07/08/1960" TRUE TRUE
214 844012518192 "Dominican Republic" 235 "Dominican Republic 1970 Census" "Demographic Yearbook" "09/01/1970" TRUE TRUE
214 1312069738220 "Dominican Republic" 4744 "Dominican Republic 2010 Census" "Demographic Yearbook" "01/12/2010" TRUE TRUE
214 1771292472283 "Dominican Republic" 1354 "Dominican Republic 1993 Census" "Demographic Yearbook" "24/09/1993" TRUE TRUE
214 1771331795268 "Dominican Republic" 235 "Dominican Republic 1970 Census" "IPUMS International custom tabulations" "10/01/1970" TRUE TRUE
214 2297637234252 "Dominican Republic" 1138 "Dominican Republic 1950 Census" "Mortality in developing countries" "01/08/1950" FALSE TRUE
214 2880131132129 "Dominican Republic" 101 "Dominican Republic 1981 Census" "CELADE 2020" "13/12/1981" TRUE TRUE
214 4912143185215 "Dominican Republic" 4744 "Dominican Republic 2010 Census" "Demographic Yearbook" "12/01/2010" NA NA
214 5128184119196 "Dominican Republic" 910 "Dominican Republic 2002 Census" "Demographic Yearbook" "18/10/2002" TRUE TRUE
214 10180173129209 "Dominican Republic" 101 "Dominican Republic 1981 Census" "IPUMS International custom tabulations" "13/12/1981" TRUE TRUE
214 19019081250183 "Dominican Republic" 1138 "Dominican Republic 1950 Census" "Mortality in Developing Countries" "07/08/1950" TRUE TRUE
218 4611875695 "Ecuador" 1440 "Ecuador 1982 Census" "IPUMS International custom tabulations" "29/11/1982" TRUE TRUE
218 31811152384 "Ecuador" 1460 "Ecuador 1962 Census" "Demographic Yearbook" "25/11/1962" TRUE TRUE
218 36943614064 "Ecuador" 1440 "Ecuador 1982 Census" "Demographic Yearbook" "28/11/1982" TRUE TRUE
218 177144832291 "Ecuador" 921 "Ecuador 1990 Census" "Demographic Yearbook" "25/11/1990" NA FALSE
218 1571172381292 "Ecuador" 1320 "Ecuador 1950 Census" "Mortality in Developing Countries" "30/11/1950" TRUE TRUE
218 1691461434829 "Ecuador" 1379 "Ecuador 1974 Census" "IPUMS International custom tabulations" "09/06/1974" TRUE TRUE
218 1705019717522 "Ecuador" 4768 "Ecuador 2010 Census" "IPUMS International custom tabulations" "29/11/2010" TRUE TRUE
218 2431202018197 "Ecuador" 4768 "Ecuador 2010 Census" "Demographic Yearbook" "28/11/2010" TRUE TRUE
218 2481636332233 "Ecuador" 1460 "Ecuador 1962 Census" "Mortality in Developing Countries" "26/11/1962" TRUE TRUE
218 4413118864225 "Ecuador" 921 "Ecuador 1990 Census" "Demographic Yearbook" "25/11/1990" TRUE FALSE
218 7025522417673 "Ecuador" 1320 "Ecuador 1950 Census" "Mortality in developing countries" "01/11/1950" FALSE TRUE
218 7412315318958 "Ecuador" 1460 "Ecuador 1962 Census" "Mortality in developing countries" "01/11/1962" FALSE TRUE
218 8913659158228 "Ecuador" 1460 "Ecuador 1962 Census" "IPUMS International custom tabulations" "26/11/1962" TRUE TRUE
218 9124142128247 "Ecuador" 921 "Ecuador 1990 Census" "IPUMS International custom tabulations" "26/11/1990" TRUE TRUE
218 21525414723650 "Ecuador" 1162 "Ecuador 2001 Census" "Demographic Yearbook" "25/11/2001" TRUE TRUE
218 22023611070215 "Ecuador" 1320 "Ecuador 1950 Census" "Demographic Yearbook" "29/11/1950" TRUE TRUE
218 22145161243171 "Ecuador" 1162 "Ecuador 2001 Census" "IPUMS International custom tabulations" "26/11/2001" TRUE TRUE
222 18142558627 "El Salvador" 895 "El Salvador 1992 Census" "IPUMS International custom tabulations" "01/10/1992" TRUE TRUE
222 81012190206 "El Salvador" 1251 "El Salvador 1971 Census" "Demographic Yearbook" "28/06/1971" TRUE TRUE
222 87254938976 "El Salvador" 1587 "El Salvador 1961 Census" "Mortality in Developing Countries" "03/05/1961" TRUE TRUE
222 147431716218 "El Salvador" 360 "El Salvador 1950 Census" "Mortality in Developing Countries" "14/06/1950" TRUE TRUE
222 1131809322172 "El Salvador" 360 "El Salvador 1950 Census" "Mortality in developing countries" "01/06/1950" FALSE TRUE
222 1704560171251 "El Salvador" 1587 "El Salvador 1961 Census" "Demographic Yearbook" "02/05/1961" TRUE TRUE
222 5189217174221 "El Salvador" 1096 "El Salvador 2007 Census" "Demographic Yearbook" "12/05/2007" TRUE TRUE
222 8513030120254 "El Salvador" 1251 "El Salvador 1971 Census" "Mortality in developing countries" "01/06/1971" FALSE TRUE
222 12422123219158 "El Salvador" 360 "El Salvador 1950 Census" "Demographic Yearbook" "13/06/1950" TRUE TRUE
222 14317020814104 "El Salvador" 1251 "El Salvador 1971 Census" "Mortality in Developing Countries" "29/06/1971" TRUE TRUE
222 23311223367233 "El Salvador" 1096 "El Salvador 2007 Census" "IPUMS International custom tabulations" "20/05/2007" TRUE TRUE
222 202172185190126 "El Salvador" 895 "El Salvador 1992 Census" "Demographic Yearbook" "27/09/1992" TRUE TRUE
222 205174216159147 "El Salvador" 1587 "El Salvador 1961 Census" "Mortality in developing countries" "01/05/1961" FALSE TRUE
254 94514017234 "French Guiana" 1666 "French Guiana 1982 Census" "Demographic Yearbook" "09/03/1982" TRUE TRUE
254 108415442156 "French Guiana" 7768 "French Guiana 2011 Census" "Évolution et structure de la population en 2011" "01/01/2011" TRUE TRUE
254 142442188140 "French Guiana" 7769 "French Guiana 2012 Census" "Évolution et structure de la population en 2012" "01/01/2012" TRUE TRUE
254 192543521015 "French Guiana" 7770 "French Guiana 2013 Census" "Évolution et structure de la population en 2013" "01/01/2013" TRUE TRUE
254 198321211945 "French Guiana" 977 "French Guiana 1999 Census" "Demographic Yearbook" "08/03/1999" TRUE TRUE
254 199112617015 "French Guiana" 7772 "French Guiana 2016 Census" "Évolution et structure de la population en 2016" "01/01/2016" TRUE TRUE
254 209394521939 "French Guiana" 1401 "French Guiana 1967 Census" "Mortality in Developing Countries" "17/10/1967" TRUE TRUE
254 472189513794 "French Guiana" 7648 "French Guiana 2015 Census" "Demographic Yearbook" "01/01/2015" NA NA
254 606818811113 "French Guiana" 1401 "French Guiana 1967 Census" "Demographic Yearbook" "16/10/1967" TRUE TRUE
254 698133242169 "French Guiana" 932 "French Guiana 1990 Census" "Demographic Yearbook" "15/03/1990" TRUE TRUE
254 817694137134 "French Guiana" 7648 "French Guiana 2015 Census" "Évolution et structure de la population en 2015" "03/07/2015" TRUE TRUE
254 831591332971 "French Guiana" 1401 "French Guiana 1967 Census" "Mortality in developing countries" "01/10/1967" FALSE TRUE
254 1861303722427 "French Guiana" 7648 "French Guiana 2015 Census" "Demographic Yearbook" "01/01/2015" FALSE TRUE
254 2717025430216 "French Guiana" 7766 "French Guiana 2009 Census" "Évolution et structure de la population en 2009" "01/01/2009" TRUE TRUE
254 3124720448227 "French Guiana" 2362 "French Guiana 2006 Census" "Évolution et structure de la population en 2006" "01/01/2006" TRUE TRUE
254 11774146132144 "French Guiana" 7490 "French Guiana 2014 Census" "Évolution et structure de la population en 2014" "03/07/2014" TRUE TRUE
254 17122422614694 "French Guiana" 7767 "French Guiana 2010 Census" "Évolution et structure de la population en 2010" "01/01/2010" TRUE TRUE
254 20654131132172 "French Guiana" 905 "French Guiana 1961 Census" "Demographic Yearbook" "09/10/1961" TRUE TRUE
254 37166108151195 "French Guiana" 7764 "French Guiana 2007 Census" "Évolution et structure de la population en 2007" "01/01/2007" TRUE TRUE
254 155215132121248 "French Guiana" 2362 "French Guiana 2006 Census" "Demographic Yearbook" "01/01/2006" NA NA
254 188229205163225 "French Guiana" 7765 "French Guiana 2008 Census" "Évolution et structure de la population en 2008" "01/01/2008" TRUE TRUE
308 302513684 "Grenada" 1477 "Grenada 1991 Census" "CELADE" "13/05/1991" TRUE TRUE
308 13351314381 "Grenada" 4746 "Grenada 2011 Census" "CELADE" "12/05/2011" TRUE TRUE
308 19319125411478 "Grenada" 4746 "Grenada 2011 Census" "Demographic Yearbook" "12/05/2011" NA NA
308 244128110206120 "Grenada" 398 "Grenada 1981 Census" "Demographic Yearbook" "30/04/1981" TRUE TRUE
312 5416051198 "Guadeloupe" 7906 "Guadeloupe 2012 Census" "Évolution et structure de la population en 2012" "01/01/2012" TRUE TRUE
312 18374882156 "Guadeloupe" 7901 "Guadeloupe 2007 Census" "Évolution et structure de la population en 2007" "01/01/2007" TRUE TRUE
312 251898622372 "Guadeloupe" 2392 "Guadeloupe 2006 Census" "Demographic Yearbook" "01/01/2006" NA NA
312 271242153229 "Guadeloupe" 1541 "Guadeloupe 1961 Census" "Demographic Yearbook" "09/10/1961" TRUE TRUE
312 913113483221 "Guadeloupe" 7904 "Guadeloupe 2010 Census" "Évolution et structure de la population en 2010" "01/01/2010" TRUE TRUE
312 1392132099368 "Guadeloupe" 1023 "Guadeloupe 1982 Census" "Demographic Yearbook" "09/03/1982" TRUE TRUE
312 1491177761167 "Guadeloupe" 2392 "Guadeloupe 2006 Census" "Évolution et structure de la population en 2006" "01/01/2006" TRUE TRUE
312 1904414716831 "Guadeloupe" 7907 "Guadeloupe 2013 Census" "Évolution et structure de la population en 2013" "01/01/2013" TRUE TRUE
312 1955517094187 "Guadeloupe" 7636 "Guadeloupe 2015 Census" "Demographic Yearbook" "01/01/2015" TRUE TRUE
312 2481053719245 "Guadeloupe" 1652 "Guadeloupe 1990 Census" "Demographic Yearbook" "15/03/1990" NA NA
312 4117382202198 "Guadeloupe" 7910 "Guadeloupe 2016 Census" "Évolution et structure de la population en 2016" "01/01/2016" TRUE TRUE
312 7589127251255 "Guadeloupe" 7903 "Guadeloupe 2009 Census" "Évolution et structure de la population en 2009" "01/01/2009" TRUE TRUE
312 16315711518843 "Guadeloupe" 7905 "Guadeloupe 2011 Census" "Évolution et structure de la population en 2011" "01/01/2011" TRUE TRUE
312 20311917249186 "Guadeloupe" 103 "Guadeloupe 1999 Census" "Demographic Yearbook" "08/03/1999" TRUE TRUE
312 23023127209206 "Guadeloupe" 7902 "Guadeloupe 2008 Census" "Évolution et structure de la population en 2008" "01/01/2008" TRUE TRUE
312 69230125172236 "Guadeloupe" 1430 "Guadeloupe 1967 Census" "Demographic Yearbook" "16/10/1967" TRUE TRUE
312 206247133142110 "Guadeloupe" 7909 "Guadeloupe 2014 Census" "Évolution et structure de la population en 2014" "01/01/2014" TRUE TRUE
320 2710155943 "Guatemala" 1046 "Guatemala 1964 Census" "Mortality in Developing Countries" "19/04/1964" TRUE TRUE
320 21875231687 "Guatemala" 1355 "Guatemala 1950 Census" "Mortality in developing countries" "01/04/1950" FALSE TRUE
320 102943839243 "Guatemala" 1519 "Guatemala 1994 Census" "CELADE" "24/04/1994" TRUE TRUE
320 412298458165 "Guatemala" 1519 "Guatemala 1994 Census" "IPUMS International custom tabulations" "24/04/1994" TRUE TRUE
320 491612515515 "Guatemala" 1046 "Guatemala 1964 Census" "Mortality in developing countries" "01/04/1964" FALSE TRUE
320 502284723589 "Guatemala" 1046 "Guatemala 1964 Census" "Demographic Yearbook" "18/04/1964" TRUE TRUE
320 1452071665417 "Guatemala" 1150 "Guatemala 2002 Census" "CELADE" "26/11/2002" TRUE TRUE
320 2391381509155 "Guatemala" 1355 "Guatemala 1950 Census" "Demographic Yearbook" "18/04/1950" TRUE TRUE
